benchmark,solver,score
data/suite_500/QF_LIA/dillig/15-3.smt2,cvc5::cvc5_lia_default,0.011
data/suite_500/QF_LIA/dillig/15-3.smt2,z3::z3_lia_arith,0.008
data/suite_500/QF_LIA/dillig/15-3.smt2,z3::z3_lia_default,0.008
data/suite_500/QF_LIA/dillig/20-15.smt2,cvc5::cvc5_lia_arith,0.049
data/suite_500/QF_LIA/dillig/20-15.smt2,cvc5::cvc5_lia_default,0.049
data/suite_500/QF_LIA/dillig/20-15.smt2,z3::z3_lia_arith,0.021
data/suite_500/QF_LIA/dillig/20-15.smt2,z3::z3_lia_default,0.009
data/suite_500/QF_LIA/dillig/20-22.smt2,cvc5::cvc5_lia_arith,0.042
data/suite_500/QF_LIA/dillig/20-22.smt2,cvc5::cvc5_lia_default,0.043
data/suite_500/QF_LIA/dillig/20-22.smt2,z3::z3_lia_arith,0.018
data/suite_500/QF_LIA/dillig/20-22.smt2,z3::z3_lia_default,0.02
data/suite_500/QF_LIA/dillig/20-30.smt2,cvc5::cvc5_lia_arith,0.715
data/suite_500/QF_LIA/dillig/20-30.smt2,cvc5::cvc5_lia_default,0.714
data/suite_500/QF_LIA/dillig/20-30.smt2,z3::z3_lia_arith,0.243
data/suite_500/QF_LIA/dillig/20-30.smt2,z3::z3_lia_default,0.286
data/suite_500/QF_LIA/dillig/25-20.smt2,cvc5::cvc5_lia_arith,0.066
data/suite_500/QF_LIA/dillig/25-20.smt2,cvc5::cvc5_lia_default,0.066
data/suite_500/QF_LIA/dillig/25-20.smt2,z3::z3_lia_arith,0.048
data/suite_500/QF_LIA/dillig/25-20.smt2,z3::z3_lia_default,0.015
data/suite_500/QF_LIA/dillig/25-26.smt2,cvc5::cvc5_lia_arith,0.32
data/suite_500/QF_LIA/dillig/25-26.smt2,cvc5::cvc5_lia_default,0.32
data/suite_500/QF_LIA/dillig/25-26.smt2,z3::z3_lia_arith,120
data/suite_500/QF_LIA/dillig/25-26.smt2,z3::z3_lia_default,1.164
data/suite_500/QF_LIA/dillig/25-30.smt2,cvc5::cvc5_lia_arith,0.111
data/suite_500/QF_LIA/dillig/25-30.smt2,cvc5::cvc5_lia_default,0.113
data/suite_500/QF_LIA/dillig/25-30.smt2,z3::z3_lia_arith,120
data/suite_500/QF_LIA/dillig/25-30.smt2,z3::z3_lia_default,0.114
data/suite_500/QF_LIA/dillig/25-33.smt2,cvc5::cvc5_lia_arith,3.918
data/suite_500/QF_LIA/dillig/25-33.smt2,cvc5::cvc5_lia_default,3.886
data/suite_500/QF_LIA/dillig/25-33.smt2,z3::z3_lia_arith,7.521
data/suite_500/QF_LIA/dillig/25-33.smt2,z3::z3_lia_default,0.657
data/suite_500/QF_LIA/dillig/30-15.smt2,cvc5::cvc5_lia_arith,0.259
data/suite_500/QF_LIA/dillig/30-15.smt2,cvc5::cvc5_lia_default,0.259
data/suite_500/QF_LIA/dillig/30-15.smt2,z3::z3_lia_arith,0.012
data/suite_500/QF_LIA/dillig/30-15.smt2,z3::z3_lia_default,0.02
data/suite_500/QF_LIA/dillig/30-20.smt2,cvc5::cvc5_lia_arith,0.193
data/suite_500/QF_LIA/dillig/30-20.smt2,cvc5::cvc5_lia_default,0.193
data/suite_500/QF_LIA/dillig/30-20.smt2,z3::z3_lia_arith,0.024
data/suite_500/QF_LIA/dillig/30-20.smt2,z3::z3_lia_default,0.023
data/suite_500/QF_LIA/dillig/30-35.smt2,cvc5::cvc5_lia_arith,14.088
data/suite_500/QF_LIA/dillig/30-35.smt2,cvc5::cvc5_lia_default,13.859
data/suite_500/QF_LIA/dillig/30-35.smt2,z3::z3_lia_arith,7.333
data/suite_500/QF_LIA/dillig/30-35.smt2,z3::z3_lia_default,0.426
data/suite_500/QF_LIA/dillig/35-17.smt2,cvc5::cvc5_lia_arith,0.833
data/suite_500/QF_LIA/dillig/35-17.smt2,cvc5::cvc5_lia_default,0.814
data/suite_500/QF_LIA/dillig/35-17.smt2,z3::z3_lia_arith,0.459
data/suite_500/QF_LIA/dillig/35-17.smt2,z3::z3_lia_default,0.054
data/suite_500/QF_LIA/dillig/35-26.smt2,cvc5::cvc5_lia_arith,54.429
data/suite_500/QF_LIA/dillig/35-26.smt2,cvc5::cvc5_lia_default,54.258
data/suite_500/QF_LIA/dillig/35-26.smt2,z3::z3_lia_arith,0.256
data/suite_500/QF_LIA/dillig/35-26.smt2,z3::z3_lia_default,0.473
data/suite_500/QF_LIA/dillig/35-27.smt2,cvc5::cvc5_lia_arith,1.522
data/suite_500/QF_LIA/dillig/35-27.smt2,cvc5::cvc5_lia_default,1.503
data/suite_500/QF_LIA/dillig/35-27.smt2,z3::z3_lia_arith,0.182
data/suite_500/QF_LIA/dillig/35-27.smt2,z3::z3_lia_default,0.04
data/suite_500/QF_LIA/dillig/35-33.smt2,cvc5::cvc5_lia_arith,12.629
data/suite_500/QF_LIA/dillig/35-33.smt2,cvc5::cvc5_lia_default,12.559
data/suite_500/QF_LIA/dillig/35-33.smt2,z3::z3_lia_arith,0.344
data/suite_500/QF_LIA/dillig/35-33.smt2,z3::z3_lia_default,1.09
data/suite_500/QF_LIA/dillig/40-18.smt2,cvc5::cvc5_lia_arith,0.615
data/suite_500/QF_LIA/dillig/40-18.smt2,cvc5::cvc5_lia_default,0.624
data/suite_500/QF_LIA/dillig/40-18.smt2,z3::z3_lia_arith,0.067
data/suite_500/QF_LIA/dillig/40-18.smt2,z3::z3_lia_default,0.031
data/suite_500/QF_LIA/dillig/40-2.smt2,cvc5::cvc5_lia_arith,0.154
data/suite_500/QF_LIA/dillig/40-2.smt2,cvc5::cvc5_lia_default,0.156
data/suite_500/QF_LIA/dillig/40-2.smt2,z3::z3_lia_arith,0.01
data/suite_500/QF_LIA/dillig/40-2.smt2,z3::z3_lia_default,0.009
data/suite_500/QF_LIA/dillig/40-22.smt2,cvc5::cvc5_lia_arith,2.247
data/suite_500/QF_LIA/dillig/40-22.smt2,cvc5::cvc5_lia_default,2.199
data/suite_500/QF_LIA/dillig/40-22.smt2,z3::z3_lia_arith,0.057
data/suite_500/QF_LIA/dillig/40-22.smt2,z3::z3_lia_default,0.037
data/suite_500/QF_LIA/dillig/45-10.smt2,cvc5::cvc5_lia_arith,0.263
data/suite_500/QF_LIA/dillig/45-10.smt2,cvc5::cvc5_lia_default,0.265
data/suite_500/QF_LIA/dillig/45-10.smt2,z3::z3_lia_arith,0.019
data/suite_500/QF_LIA/dillig/45-10.smt2,z3::z3_lia_default,0.011
data/suite_500/QF_LIA/dillig/45-20.smt2,cvc5::cvc5_lia_arith,0.511
data/suite_500/QF_LIA/dillig/45-20.smt2,cvc5::cvc5_lia_default,0.517
data/suite_500/QF_LIA/dillig/45-20.smt2,z3::z3_lia_arith,0.031
data/suite_500/QF_LIA/dillig/45-20.smt2,z3::z3_lia_default,0.024
data/suite_500/QF_LIA/dillig/45-29.smt2,cvc5::cvc5_lia_arith,0.789
data/suite_500/QF_LIA/dillig/45-29.smt2,cvc5::cvc5_lia_default,0.772
data/suite_500/QF_LIA/dillig/45-29.smt2,z3::z3_lia_arith,0.11
data/suite_500/QF_LIA/dillig/45-29.smt2,z3::z3_lia_default,0.078
data/suite_500/QF_LIA/dillig/45-35.smt2,cvc5::cvc5_lia_arith,0.675
data/suite_500/QF_LIA/dillig/45-35.smt2,cvc5::cvc5_lia_default,0.668
data/suite_500/QF_LIA/dillig/45-35.smt2,z3::z3_lia_arith,7.211
data/suite_500/QF_LIA/dillig/45-35.smt2,z3::z3_lia_default,1.072
data/suite_500/QF_LIA/dillig/45-7.smt2,cvc5::cvc5_lia_arith,0.603
data/suite_500/QF_LIA/dillig/45-7.smt2,cvc5::cvc5_lia_default,0.595
data/suite_500/QF_LIA/dillig/45-7.smt2,z3::z3_lia_arith,7.039
data/suite_500/QF_LIA/dillig/45-7.smt2,z3::z3_lia_default,0.011
data/suite_500/QF_LIA/nec-smt/prp-0-15.smt2,cvc5::cvc5_lia_arith,0.299
data/suite_500/QF_LIA/nec-smt/prp-0-15.smt2,cvc5::cvc5_lia_default,0.223
data/suite_500/QF_LIA/nec-smt/prp-0-15.smt2,z3::z3_lia_arith,0.11
data/suite_500/QF_LIA/nec-smt/prp-0-15.smt2,z3::z3_lia_default,0.11
data/suite_500/QF_LIA/nec-smt/prp-0-47.smt2,cvc5::cvc5_lia_arith,120
data/suite_500/QF_LIA/nec-smt/prp-0-47.smt2,cvc5::cvc5_lia_default,120
data/suite_500/QF_LIA/nec-smt/prp-0-47.smt2,z3::z3_lia_arith,41.127
data/suite_500/QF_LIA/nec-smt/prp-0-47.smt2,z3::z3_lia_default,32.573
data/suite_500/QF_LIA/nec-smt/prp-0-49.smt2,cvc5::cvc5_lia_arith,120
data/suite_500/QF_LIA/nec-smt/prp-0-49.smt2,cvc5::cvc5_lia_default,120
data/suite_500/QF_LIA/nec-smt/prp-0-49.smt2,z3::z3_lia_arith,0.964
data/suite_500/QF_LIA/nec-smt/prp-0-49.smt2,z3::z3_lia_default,0.92
data/suite_500/QF_LIA/nec-smt/prp-11-46.smt2,cvc5::cvc5_lia_arith,120
data/suite_500/QF_LIA/nec-smt/prp-11-46.smt2,cvc5::cvc5_lia_default,120
data/suite_500/QF_LIA/nec-smt/prp-11-46.smt2,z3::z3_lia_arith,0.258
data/suite_500/QF_LIA/nec-smt/prp-11-46.smt2,z3::z3_lia_default,0.258
data/suite_500/QF_LIA/nec-smt/prp-14-46.smt2,cvc5::cvc5_lia_arith,120
data/suite_500/QF_LIA/nec-smt/prp-14-46.smt2,cvc5::cvc5_lia_default,120
data/suite_500/QF_LIA/nec-smt/prp-14-46.smt2,z3::z3_lia_arith,0.078
data/suite_500/QF_LIA/nec-smt/prp-14-46.smt2,z3::z3_lia_default,0.075
data/suite_500/QF_LIA/nec-smt/prp-18-48.smt2,cvc5::cvc5_lia_arith,120
data/suite_500/QF_LIA/nec-smt/prp-18-48.smt2,cvc5::cvc5_lia_default,120
data/suite_500/QF_LIA/nec-smt/prp-18-48.smt2,z3::z3_lia_arith,26.881
data/suite_500/QF_LIA/nec-smt/prp-18-48.smt2,z3::z3_lia_default,19.25
data/suite_500/QF_LIA/nec-smt/prp-19-49.smt2,cvc5::cvc5_lia_arith,120
data/suite_500/QF_LIA/nec-smt/prp-19-49.smt2,cvc5::cvc5_lia_default,120
data/suite_500/QF_LIA/nec-smt/prp-19-49.smt2,z3::z3_lia_arith,120
data/suite_500/QF_LIA/nec-smt/prp-19-49.smt2,z3::z3_lia_default,58.729
data/suite_500/QF_LIA/nec-smt/prp-19-50.smt2,cvc5::cvc5_lia_arith,120
data/suite_500/QF_LIA/nec-smt/prp-19-50.smt2,cvc5::cvc5_lia_default,120
data/suite_500/QF_LIA/nec-smt/prp-19-50.smt2,z3::z3_lia_arith,7.979
data/suite_500/QF_LIA/nec-smt/prp-19-50.smt2,z3::z3_lia_default,13.776
data/suite_500/QF_LIA/nec-smt/prp-20-35.smt2,cvc5::cvc5_lia_arith,120
data/suite_500/QF_LIA/nec-smt/prp-20-35.smt2,cvc5::cvc5_lia_default,120
data/suite_500/QF_LIA/nec-smt/prp-20-35.smt2,z3::z3_lia_arith,1.454
data/suite_500/QF_LIA/nec-smt/prp-20-35.smt2,z3::z3_lia_default,1.353
data/suite_500/QF_LIA/nec-smt/prp-22-43.smt2,cvc5::cvc5_lia_arith,120
data/suite_500/QF_LIA/nec-smt/prp-22-43.smt2,cvc5::cvc5_lia_default,120
data/suite_500/QF_LIA/nec-smt/prp-22-43.smt2,z3::z3_lia_arith,7.321
data/suite_500/QF_LIA/nec-smt/prp-22-43.smt2,z3::z3_lia_default,3.697
data/suite_500/QF_LIA/nec-smt/prp-24-50.smt2,cvc5::cvc5_lia_arith,120
data/suite_500/QF_LIA/nec-smt/prp-24-50.smt2,cvc5::cvc5_lia_default,120
data/suite_500/QF_LIA/nec-smt/prp-24-50.smt2,z3::z3_lia_arith,1.092
data/suite_500/QF_LIA/nec-smt/prp-24-50.smt2,z3::z3_lia_default,1.67
data/suite_500/QF_LIA/nec-smt/prp-32-50.smt2,cvc5::cvc5_lia_arith,120
data/suite_500/QF_LIA/nec-smt/prp-32-50.smt2,cvc5::cvc5_lia_default,120
data/suite_500/QF_LIA/nec-smt/prp-32-50.smt2,z3::z3_lia_arith,0.162
data/suite_500/QF_LIA/nec-smt/prp-32-50.smt2,z3::z3_lia_default,0.158
data/suite_500/QF_LIA/nec-smt/prp-34-46.smt2,cvc5::cvc5_lia_arith,120
data/suite_500/QF_LIA/nec-smt/prp-34-46.smt2,cvc5::cvc5_lia_default,120
data/suite_500/QF_LIA/nec-smt/prp-34-46.smt2,z3::z3_lia_arith,10.046
data/suite_500/QF_LIA/nec-smt/prp-34-46.smt2,z3::z3_lia_default,6.691
data/suite_500/QF_LIA/nec-smt/prp-38-46.smt2,cvc5::cvc5_lia_arith,120
data/suite_500/QF_LIA/nec-smt/prp-38-46.smt2,cvc5::cvc5_lia_default,120
data/suite_500/QF_LIA/nec-smt/prp-38-46.smt2,z3::z3_lia_arith,0.078
data/suite_500/QF_LIA/nec-smt/prp-38-46.smt2,z3::z3_lia_default,0.075
data/suite_500/QF_LIA/nec-smt/prp-4-46.smt2,cvc5::cvc5_lia_arith,120
data/suite_500/QF_LIA/nec-smt/prp-4-46.smt2,cvc5::cvc5_lia_default,120
data/suite_500/QF_LIA/nec-smt/prp-4-46.smt2,z3::z3_lia_arith,0.87
data/suite_500/QF_LIA/nec-smt/prp-4-46.smt2,z3::z3_lia_default,0.65
data/suite_500/QF_LIA/nec-smt/prp-40-49.smt2,cvc5::cvc5_lia_arith,120
data/suite_500/QF_LIA/nec-smt/prp-40-49.smt2,cvc5::cvc5_lia_default,120
data/suite_500/QF_LIA/nec-smt/prp-40-49.smt2,z3::z3_lia_arith,0.133
data/suite_500/QF_LIA/nec-smt/prp-40-49.smt2,z3::z3_lia_default,0.132
data/suite_500/QF_LIA/nec-smt/prp-45-47.smt2,cvc5::cvc5_lia_arith,120
data/suite_500/QF_LIA/nec-smt/prp-45-47.smt2,cvc5::cvc5_lia_default,120
data/suite_500/QF_LIA/nec-smt/prp-45-47.smt2,z3::z3_lia_arith,0.386
data/suite_500/QF_LIA/nec-smt/prp-45-47.smt2,z3::z3_lia_default,0.389
data/suite_500/QF_LIA/nec-smt/prp-47-46.smt2,cvc5::cvc5_lia_arith,120
data/suite_500/QF_LIA/nec-smt/prp-47-46.smt2,cvc5::cvc5_lia_default,120
data/suite_500/QF_LIA/nec-smt/prp-47-46.smt2,z3::z3_lia_arith,120
data/suite_500/QF_LIA/nec-smt/prp-47-46.smt2,z3::z3_lia_default,120
data/suite_500/QF_LIA/nec-smt/prp-49-50.smt2,cvc5::cvc5_lia_arith,120
data/suite_500/QF_LIA/nec-smt/prp-49-50.smt2,cvc5::cvc5_lia_default,120
data/suite_500/QF_LIA/nec-smt/prp-49-50.smt2,z3::z3_lia_arith,120
data/suite_500/QF_LIA/nec-smt/prp-49-50.smt2,z3::z3_lia_default,120
data/suite_500/QF_LIA/nec-smt/prp-5-36.smt2,cvc5::cvc5_lia_arith,120
data/suite_500/QF_LIA/nec-smt/prp-5-36.smt2,cvc5::cvc5_lia_default,120
data/suite_500/QF_LIA/nec-smt/prp-5-36.smt2,z3::z3_lia_arith,1.875
data/suite_500/QF_LIA/nec-smt/prp-5-36.smt2,z3::z3_lia_default,4.498
data/suite_500/QF_LIA/nec-smt/prp-50-50.smt2,cvc5::cvc5_lia_arith,120
data/suite_500/QF_LIA/nec-smt/prp-50-50.smt2,cvc5::cvc5_lia_default,120
data/suite_500/QF_LIA/nec-smt/prp-50-50.smt2,z3::z3_lia_arith,120
data/suite_500/QF_LIA/nec-smt/prp-50-50.smt2,z3::z3_lia_default,120
data/suite_500/QF_LIA/nec-smt/prp-54-49.smt2,cvc5::cvc5_lia_arith,120
data/suite_500/QF_LIA/nec-smt/prp-54-49.smt2,cvc5::cvc5_lia_default,120
data/suite_500/QF_LIA/nec-smt/prp-54-49.smt2,z3::z3_lia_arith,120
data/suite_500/QF_LIA/nec-smt/prp-54-49.smt2,z3::z3_lia_default,56.831
data/suite_500/QF_LIA/nec-smt/prp-6-25.smt2,cvc5::cvc5_lia_arith,20.273
data/suite_500/QF_LIA/nec-smt/prp-6-25.smt2,cvc5::cvc5_lia_default,24.268
data/suite_500/QF_LIA/nec-smt/prp-6-25.smt2,z3::z3_lia_arith,0.377
data/suite_500/QF_LIA/nec-smt/prp-6-25.smt2,z3::z3_lia_default,0.402
data/suite_500/QF_LIA/nec-smt/prp-6-48.smt2,cvc5::cvc5_lia_arith,120
data/suite_500/QF_LIA/nec-smt/prp-6-48.smt2,cvc5::cvc5_lia_default,120
data/suite_500/QF_LIA/nec-smt/prp-6-48.smt2,z3::z3_lia_arith,120
data/suite_500/QF_LIA/nec-smt/prp-6-48.smt2,z3::z3_lia_default,120
data/suite_500/QF_LIA/nec-smt/prp-7-48.smt2,cvc5::cvc5_lia_arith,120
data/suite_500/QF_LIA/nec-smt/prp-7-48.smt2,cvc5::cvc5_lia_default,120
data/suite_500/QF_LIA/nec-smt/prp-7-48.smt2,z3::z3_lia_arith,120
data/suite_500/QF_LIA/nec-smt/prp-7-48.smt2,z3::z3_lia_default,120
data/suite_500/QF_LIA/rings/ring_2exp10_4vars_2ite_unsat.smt2,cvc5::cvc5_lia_arith,0.565
data/suite_500/QF_LIA/rings/ring_2exp10_4vars_2ite_unsat.smt2,cvc5::cvc5_lia_default,0.579
data/suite_500/QF_LIA/rings/ring_2exp10_4vars_2ite_unsat.smt2,z3::z3_lia_arith,0.134
data/suite_500/QF_LIA/rings/ring_2exp10_4vars_2ite_unsat.smt2,z3::z3_lia_default,0.022
data/suite_500/QF_LIA/rings/ring_2exp10_8vars_1ite_unsat.smt2,cvc5::cvc5_lia_arith,120
data/suite_500/QF_LIA/rings/ring_2exp10_8vars_1ite_unsat.smt2,cvc5::cvc5_lia_default,120
data/suite_500/QF_LIA/rings/ring_2exp10_8vars_1ite_unsat.smt2,z3::z3_lia_arith,25.032
data/suite_500/QF_LIA/rings/ring_2exp10_8vars_1ite_unsat.smt2,z3::z3_lia_default,0.1
data/suite_500/QF_LIA/rings/ring_2exp12_4vars_0ite_unsat.smt2,cvc5::cvc5_lia_arith,0.007
data/suite_500/QF_LIA/rings/ring_2exp12_4vars_0ite_unsat.smt2,cvc5::cvc5_lia_default,0.007
data/suite_500/QF_LIA/rings/ring_2exp12_4vars_0ite_unsat.smt2,z3::z3_lia_arith,0.01
data/suite_500/QF_LIA/rings/ring_2exp12_4vars_0ite_unsat.smt2,z3::z3_lia_default,0.009
data/suite_500/QF_LIA/rings/ring_2exp12_5vars_3ite_unsat.smt2,cvc5::cvc5_lia_arith,51.109
data/suite_500/QF_LIA/rings/ring_2exp12_5vars_3ite_unsat.smt2,cvc5::cvc5_lia_default,52.594
data/suite_500/QF_LIA/rings/ring_2exp12_5vars_3ite_unsat.smt2,z3::z3_lia_arith,17.648
data/suite_500/QF_LIA/rings/ring_2exp12_5vars_3ite_unsat.smt2,z3::z3_lia_default,0.041
data/suite_500/QF_LIA/rings/ring_2exp12_8vars_7ite_unsat.smt2,cvc5::cvc5_lia_arith,120
data/suite_500/QF_LIA/rings/ring_2exp12_8vars_7ite_unsat.smt2,cvc5::cvc5_lia_default,120
data/suite_500/QF_LIA/rings/ring_2exp12_8vars_7ite_unsat.smt2,z3::z3_lia_arith,120
data/suite_500/QF_LIA/rings/ring_2exp12_8vars_7ite_unsat.smt2,z3::z3_lia_default,23.862
data/suite_500/QF_LIA/rings/ring_2exp12_9vars_8ite_unsat.smt2,cvc5::cvc5_lia_arith,120
data/suite_500/QF_LIA/rings/ring_2exp12_9vars_8ite_unsat.smt2,cvc5::cvc5_lia_default,120
data/suite_500/QF_LIA/rings/ring_2exp12_9vars_8ite_unsat.smt2,z3::z3_lia_arith,120
data/suite_500/QF_LIA/rings/ring_2exp12_9vars_8ite_unsat.smt2,z3::z3_lia_default,120
data/suite_500/QF_LIA/rings/ring_2exp14_6vars_0ite_unsat.smt2,cvc5::cvc5_lia_arith,0.011
data/suite_500/QF_LIA/rings/ring_2exp14_6vars_0ite_unsat.smt2,cvc5::cvc5_lia_default,0.011
data/suite_500/QF_LIA/rings/ring_2exp14_6vars_0ite_unsat.smt2,z3::z3_lia_arith,0.012
data/suite_500/QF_LIA/rings/ring_2exp14_6vars_0ite_unsat.smt2,z3::z3_lia_default,0.011
data/suite_500/QF_LIA/rings/ring_2exp14_6vars_1ite_unsat.smt2,cvc5::cvc5_lia_arith,120
data/suite_500/QF_LIA/rings/ring_2exp14_6vars_1ite_unsat.smt2,cvc5::cvc5_lia_default,120
data/suite_500/QF_LIA/rings/ring_2exp14_6vars_1ite_unsat.smt2,z3::z3_lia_arith,25.026
data/suite_500/QF_LIA/rings/ring_2exp14_6vars_1ite_unsat.smt2,z3::z3_lia_default,0.028
data/suite_500/QF_LIA/rings/ring_2exp14_8vars_1ite_unsat.smt2,cvc5::cvc5_lia_arith,120
data/suite_500/QF_LIA/rings/ring_2exp14_8vars_1ite_unsat.smt2,cvc5::cvc5_lia_default,120
data/suite_500/QF_LIA/rings/ring_2exp14_8vars_1ite_unsat.smt2,z3::z3_lia_arith,25.026
data/suite_500/QF_LIA/rings/ring_2exp14_8vars_1ite_unsat.smt2,z3::z3_lia_default,0.057
data/suite_500/QF_LIA/rings/ring_2exp14_9vars_5ite_unsat.smt2,cvc5::cvc5_lia_arith,120
data/suite_500/QF_LIA/rings/ring_2exp14_9vars_5ite_unsat.smt2,cvc5::cvc5_lia_default,120
data/suite_500/QF_LIA/rings/ring_2exp14_9vars_5ite_unsat.smt2,z3::z3_lia_arith,26.355
data/suite_500/QF_LIA/rings/ring_2exp14_9vars_5ite_unsat.smt2,z3::z3_lia_default,0.996
data/suite_500/QF_LIA/rings/ring_2exp14_9vars_8ite_unsat.smt2,cvc5::cvc5_lia_arith,120
data/suite_500/QF_LIA/rings/ring_2exp14_9vars_8ite_unsat.smt2,cvc5::cvc5_lia_default,120
data/suite_500/QF_LIA/rings/ring_2exp14_9vars_8ite_unsat.smt2,z3::z3_lia_arith,120
data/suite_500/QF_LIA/rings/ring_2exp14_9vars_8ite_unsat.smt2,z3::z3_lia_default,120
data/suite_500/QF_LIA/rings/ring_2exp16_3vars_2ite_unsat.smt2,cvc5::cvc5_lia_arith,0.031
data/suite_500/QF_LIA/rings/ring_2exp16_3vars_2ite_unsat.smt2,cvc5::cvc5_lia_default,0.031
data/suite_500/QF_LIA/rings/ring_2exp16_3vars_2ite_unsat.smt2,z3::z3_lia_arith,0.016
data/suite_500/QF_LIA/rings/ring_2exp16_3vars_2ite_unsat.smt2,z3::z3_lia_default,0.014
data/suite_500/QF_LIA/rings/ring_2exp16_4vars_1ite_unsat.smt2,cvc5::cvc5_lia_arith,0.558
data/suite_500/QF_LIA/rings/ring_2exp16_4vars_1ite_unsat.smt2,cvc5::cvc5_lia_default,0.56
data/suite_500/QF_LIA/rings/ring_2exp16_4vars_1ite_unsat.smt2,z3::z3_lia_arith,0.113
data/suite_500/QF_LIA/rings/ring_2exp16_4vars_1ite_unsat.smt2,z3::z3_lia_default,0.018
data/suite_500/QF_LIA/rings/ring_2exp4_3vars_1ite_unsat.smt2,cvc5::cvc5_lia_arith,0.03
data/suite_500/QF_LIA/rings/ring_2exp4_3vars_1ite_unsat.smt2,cvc5::cvc5_lia_default,0.03
data/suite_500/QF_LIA/rings/ring_2exp4_3vars_1ite_unsat.smt2,z3::z3_lia_arith,0.014
data/suite_500/QF_LIA/rings/ring_2exp4_3vars_1ite_unsat.smt2,z3::z3_lia_default,0.011
data/suite_500/QF_LIA/rings/ring_2exp4_3vars_2ite_unsat.smt2,cvc5::cvc5_lia_arith,0.031
data/suite_500/QF_LIA/rings/ring_2exp4_3vars_2ite_unsat.smt2,cvc5::cvc5_lia_default,0.031
data/suite_500/QF_LIA/rings/ring_2exp4_3vars_2ite_unsat.smt2,z3::z3_lia_arith,0.014
data/suite_500/QF_LIA/rings/ring_2exp4_3vars_2ite_unsat.smt2,z3::z3_lia_default,0.015
data/suite_500/QF_LIA/rings/ring_2exp4_5vars_3ite_unsat.smt2,cvc5::cvc5_lia_arith,12.869
data/suite_500/QF_LIA/rings/ring_2exp4_5vars_3ite_unsat.smt2,cvc5::cvc5_lia_default,12.674
data/suite_500/QF_LIA/rings/ring_2exp4_5vars_3ite_unsat.smt2,z3::z3_lia_arith,1.715
data/suite_500/QF_LIA/rings/ring_2exp4_5vars_3ite_unsat.smt2,z3::z3_lia_default,0.041
data/suite_500/QF_LIA/rings/ring_2exp4_8vars_5ite_unsat.smt2,cvc5::cvc5_lia_arith,120
data/suite_500/QF_LIA/rings/ring_2exp4_8vars_5ite_unsat.smt2,cvc5::cvc5_lia_default,120
data/suite_500/QF_LIA/rings/ring_2exp4_8vars_5ite_unsat.smt2,z3::z3_lia_arith,120
data/suite_500/QF_LIA/rings/ring_2exp4_8vars_5ite_unsat.smt2,z3::z3_lia_default,0.405
data/suite_500/QF_LIA/rings/ring_2exp4_8vars_6ite_unsat.smt2,cvc5::cvc5_lia_arith,120
data/suite_500/QF_LIA/rings/ring_2exp4_8vars_6ite_unsat.smt2,cvc5::cvc5_lia_default,120
data/suite_500/QF_LIA/rings/ring_2exp4_8vars_6ite_unsat.smt2,z3::z3_lia_arith,120
data/suite_500/QF_LIA/rings/ring_2exp4_8vars_6ite_unsat.smt2,z3::z3_lia_default,15.463
data/suite_500/QF_LIA/rings/ring_2exp6_7vars_5ite_unsat.smt2,cvc5::cvc5_lia_arith,120
data/suite_500/QF_LIA/rings/ring_2exp6_7vars_5ite_unsat.smt2,cvc5::cvc5_lia_default,120
data/suite_500/QF_LIA/rings/ring_2exp6_7vars_5ite_unsat.smt2,z3::z3_lia_arith,29.095
data/suite_500/QF_LIA/rings/ring_2exp6_7vars_5ite_unsat.smt2,z3::z3_lia_default,0.414
data/suite_500/QF_LIA/rings/ring_2exp6_8vars_3ite_unsat.smt2,cvc5::cvc5_lia_arith,120
data/suite_500/QF_LIA/rings/ring_2exp6_8vars_3ite_unsat.smt2,cvc5::cvc5_lia_default,120
data/suite_500/QF_LIA/rings/ring_2exp6_8vars_3ite_unsat.smt2,z3::z3_lia_arith,25.153
data/suite_500/QF_LIA/rings/ring_2exp6_8vars_3ite_unsat.smt2,z3::z3_lia_default,0.129
data/suite_500/QF_LIA/rings/ring_2exp6_9vars_2ite_unsat.smt2,cvc5::cvc5_lia_arith,120
data/suite_500/QF_LIA/rings/ring_2exp6_9vars_2ite_unsat.smt2,cvc5::cvc5_lia_default,120
data/suite_500/QF_LIA/rings/ring_2exp6_9vars_2ite_unsat.smt2,z3::z3_lia_arith,25.279
data/suite_500/QF_LIA/rings/ring_2exp6_9vars_2ite_unsat.smt2,z3::z3_lia_default,0.125
data/suite_500/QF_LIA/rings/ring_2exp6_9vars_6ite_unsat.smt2,cvc5::cvc5_lia_arith,120
data/suite_500/QF_LIA/rings/ring_2exp6_9vars_6ite_unsat.smt2,cvc5::cvc5_lia_default,120
data/suite_500/QF_LIA/rings/ring_2exp6_9vars_6ite_unsat.smt2,z3::z3_lia_arith,120
data/suite_500/QF_LIA/rings/ring_2exp6_9vars_6ite_unsat.smt2,z3::z3_lia_default,15.866
data/suite_500/QF_LIA/rings/ring_2exp8_6vars_2ite_unsat.smt2,cvc5::cvc5_lia_arith,120
data/suite_500/QF_LIA/rings/ring_2exp8_6vars_2ite_unsat.smt2,cvc5::cvc5_lia_default,120
data/suite_500/QF_LIA/rings/ring_2exp8_6vars_2ite_unsat.smt2,z3::z3_lia_arith,25.072
